model: alexnet
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
0.013454437	0.785329580	0.037231207	0.555182457	0.004005194	0.457216740	
0.012608290	0.470910311	0.006343365	0.241557121	0.008960962	0.131414413	
0.012648582	0.507756233	0.006462812	0.279849529	0.010579109	0.125087261	
0.013153791	0.471171618	0.006382704	0.239329338	0.003211021	0.125732660	
0.012543678	0.470702171	0.006342649	0.239387751	0.003685713	0.124928951	
0.012506247	0.470072746	0.006382227	0.239404202	0.003175497	0.123991728	
0.012618542	0.469898462	0.006326437	0.239421129	0.003192186	0.124142885	
0.012555599	0.469782591	0.006312132	0.239951372	0.003250122	0.124063015	
0.012596846	0.470500946	0.006353378	0.239383936	0.003216982	0.124067545	
0.012513638	0.470525265	0.006377459	0.239428043	0.003263235	0.123889923	
0.012622118	0.482016563	0.006355762	0.249578714	0.003186703	0.124038935	

model: densenet121
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
N/A	N/A	N/A	N/A	0.004053116	1.626206160	
N/A	N/A	N/A	N/A	0.003194571	1.305749893	
N/A	N/A	N/A	N/A	0.003205538	1.305612326	
N/A	N/A	N/A	N/A	0.003203392	1.306367636	
N/A	N/A	N/A	N/A	0.003219366	1.305158377	
N/A	N/A	N/A	N/A	0.003196716	1.305843592	
N/A	N/A	N/A	N/A	0.003200769	1.305639744	
N/A	N/A	N/A	N/A	0.003197193	1.305724144	
N/A	N/A	N/A	N/A	0.003191233	1.305430651	
N/A	N/A	N/A	N/A	0.003182888	1.305726290	
N/A	N/A	N/A	N/A	0.003317833	1.305085421	

model: densenet161
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	

model: densenet169
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
N/A	N/A	N/A	N/A	0.019955158	2.090895414	
N/A	N/A	N/A	N/A	0.003199339	1.719596148	
N/A	N/A	N/A	N/A	0.003186226	1.720498323	
N/A	N/A	N/A	N/A	0.003184319	1.720072985	
N/A	N/A	N/A	N/A	0.003197908	1.720545292	
N/A	N/A	N/A	N/A	0.003198385	1.720178843	
N/A	N/A	N/A	N/A	0.003201723	1.719974995	
N/A	N/A	N/A	N/A	0.003184319	1.721126080	
N/A	N/A	N/A	N/A	0.003220081	1.720421314	
N/A	N/A	N/A	N/A	0.003187418	1.720491409	
N/A	N/A	N/A	N/A	0.003196478	1.720029831	

model: densenet201
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
N/A	N/A	N/A	N/A	0.003788948	2.516924381	
N/A	N/A	N/A	N/A	0.003200054	2.109688044	
N/A	N/A	N/A	N/A	0.003181458	2.111123085	
N/A	N/A	N/A	N/A	0.003190041	2.110206366	
N/A	N/A	N/A	N/A	0.003186941	2.110904932	
N/A	N/A	N/A	N/A	0.003212214	2.110894203	
N/A	N/A	N/A	N/A	0.003212929	2.110498428	
N/A	N/A	N/A	N/A	0.003201246	2.115122318	
N/A	N/A	N/A	N/A	0.003205299	2.116186380	
N/A	N/A	N/A	N/A	0.003214121	2.117648602	
N/A	N/A	N/A	N/A	0.003200531	2.116718531	

model: googlenet
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	

model: inception_v3
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	
N/A	N/A	N/A	N/A	N/A	N/A	

model: mnasnet0_5
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
0.076692104	1.355217218	0.037350416	0.850298166	0.003954649	0.634014130	
0.012525320	1.069275141	0.015084267	0.497165918	0.003205299	0.243670940	
0.012493372	0.953123808	0.006342888	0.479741335	0.003218412	0.243091106	
0.012507439	0.952951670	0.006332874	0.480261564	0.003224134	0.241936207	
0.012549877	0.953049660	0.006395102	0.484383583	0.003230810	0.242937326	
0.012541294	0.953276396	0.006376266	0.478577852	0.003202438	0.243028641	
0.012542963	0.995839834	0.016572475	0.479962349	0.003319979	0.242087364	
0.012530565	0.958996058	0.006293535	0.480010509	0.003245831	0.242890358	
0.020635605	0.953030348	0.006429672	0.479868412	0.003217936	0.242941380	
0.012581825	0.953295231	0.006362677	0.480725050	0.003300428	0.241240978	
0.012505770	0.970857620	0.006406069	0.480280876	0.003195286	0.242859364	

model: mnasnet0_75
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
0.071423769	1.546562433	0.007094860	0.931063890	0.020970583	0.632679939	
0.012624741	1.223965168	0.006300449	0.575765610	0.003199816	0.291982651	
0.012542725	1.146078587	0.006307364	0.574671268	0.003206968	0.291919708	
0.012485981	1.146334648	0.006295443	0.575181961	0.003193140	0.291441202	
0.012487411	1.146701574	0.006309748	0.574676991	0.003209829	0.291563511	
0.012513638	1.145332575	0.006302357	0.575162411	0.003202200	0.291287184	
0.012480736	1.146536350	0.006300688	0.575633287	0.003216267	0.291709900	
0.012494564	1.145342588	0.006311655	0.575197220	0.003203392	0.291585684	
0.012470245	1.146700621	0.006346941	0.575097084	0.003187656	0.291657686	
0.012535334	1.146109581	0.006339312	0.576209545	0.003201962	0.291439772	
0.012517452	1.145974398	0.006362915	0.575980902	0.003191233	0.291524410	

model: mnasnet1_3
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
0.013485193	1.985748053	0.036219120	1.086420536	0.019891500	0.750494003	
0.012519360	1.495582819	0.006449223	0.753137350	0.003237963	0.380399704	
0.012481451	1.495113134	0.006304502	0.750964403	0.003205299	0.380063295	
0.012465715	1.495751143	0.006333590	0.750337124	0.003218174	0.380085468	
0.012543201	1.496558905	0.006291866	0.751170874	0.003218651	0.380160332	
0.012562037	1.495667934	0.006301880	0.750507593	0.003260612	0.380642653	
0.012518883	1.496259451	0.006291628	0.751086473	0.003201246	0.381011248	
0.012573242	1.496000767	0.006287336	0.759980440	0.003203869	0.380341530	
0.012574434	1.511810780	0.006313801	0.751170874	0.003198385	0.379897356	
0.012512207	1.499058485	0.006341457	0.751618862	0.003243208	0.380324125	
0.012480021	1.505495071	0.006325245	0.751398325	0.003196239	0.380570889	

model: mobilenet_v2
cpu2gpu_batch256	gpu_batch256	cpu2gpu_batch128	gpu_batch128	cpu2gpu_batch64	gpu_batch64	
0.073869467	1.966499805	0.007049322	0.973698616	0.003648758	0.674616575	
0.012641907	1.183757305	0.006423712	0.594554663	0.003206968	0.300242424	
0.012509823	1.234977245	0.006346226	0.596740484	0.003281355	0.299961090	
0.012475729	1.181636095	0.006346703	0.594212770	0.003206730	0.299490690	
0.012485027	1.181874514	0.006317616	0.594367743	0.003211498	0.300045729	
0.012530804	1.182584047	0.006320715	0.594691038	0.003602028	0.299736261	
0.012480497	1.180659533	0.006345272	0.598454714	0.003203630	0.299583435	
0.012546062	1.182120085	0.006325960	0.593680859	0.003199816	0.299469709	
