batch_size	gpu_time
1	0.011590925844444445
2	0.012237347533333333
3	0.012608893777777777
4	0.01234421731111111
5	0.013564411799999999
6	0.013333834488888894
7	0.013580587133333334
8	0.013840813111111114
9	0.014743057933333338
10	0.01480986808888889
11	0.01509645246666666
12	0.015195041155555557
13	0.015320258666666671
14	0.015608856422222228
15	0.016079356977777782
16	0.01599410904444444
17	0.017469681622222222
18	0.01811107
19	0.01869659955555556
20	0.018551280711111104
21	0.019011259066666668
22	0.019235584488888884
23	0.019593360755555556
24	0.019772238177777776
25	0.01992417968888889
26	0.020135858333333333
27	0.020340871799999997
28	0.020504750088888888
29	0.020642211666666667
30	0.02114024693333333
31	0.0211096446
32	0.02129214602222222
33	0.024424091933333333
34	0.024711751933333328
35	0.024646642444444453
36	0.025196817266666675
37	0.02520299488888889
38	0.025267399688888883
39	0.025506809
40	0.025873422599999998
41	0.0260158008888889
42	0.02616722315555556
43	0.026340813111111104
44	0.026582940422222222
45	0.026882012711111115
46	0.026933664777777776
47	0.02725462911111112
48	0.02732630831111111
49	0.029272286066666667
50	0.029487292044444436
51	0.029805877511111106
52	0.029878860066666672
53	0.03017281426666666
54	0.030261013155555547
55	0.03043675953333334
56	0.030633375311111107
57	0.031180938022222222
58	0.03143821831111111
59	0.031569767
60	0.03171003128888889
61	0.03199680113333333
62	0.032337882844444436
63	0.032396761555555556
64	0.03282455335555556
65	0.03708408671111111
66	0.03705588973333333
67	0.03735047977777777
68	0.037335724355555565
69	0.03764842355555555
70	0.038090838311111125
71	0.037914562244444436
72	0.03813609544444443
73	0.0384206136
74	0.038671509444444446
75	0.03895577855555556
76	0.03903850457777779
77	0.03938883139999999
78	0.03942619435555556
79	0.039727481222222236
80	0.03995715775555554
81	0.0416464116888889
82	0.041853867622222235
83	0.042230256444444454
84	0.04243746326666667
85	0.04274347626666667
86	0.04282052784444446
87	0.042932520911111105
88	0.04321633979999999
89	0.043580897711111115
90	0.04380886817777779
91	0.04392435813333333
92	0.044190862511111116
93	0.04429716537777777
94	0.04455341228888889
95	0.044674571311111105
96	0.04489159044444445
97	0.04714143539999998
98	0.047334453755555554
99	0.04746814833333334
100	0.047691530711111124
101	0.04784720735555556
102	0.047985903444444436
103	0.04799800982222223
104	0.048338328466666663
105	0.04870839648888888
106	0.049267419155555554
107	0.04878456857777778
108	0.04925203322222222
109	0.049638393200000006
110	0.04968202906666668
111	0.049835607711111105
112	0.05021598595555555
113	0.05182259875555554
114	0.05184530675555555
115	0.05252275466666667
116	0.05254243219999999
117	0.05284851393333333
118	0.05350684060000001
119	0.0532151382
120	0.053511497711111106
121	0.05361818733333333
122	0.0538887554
123	0.05398384726666667
124	0.05429478211111111
125	0.05440595408888888
126	0.05447982679999999
127	0.05478433502222223
128	0.05482490855555555
