cpu2gpu_time	gpu_time
0.086095810	2.445939302
0.026689529	0.099730968
0.012462139	0.098578930
0.012489319	0.099240303
0.012634516	0.099486113
0.012491226	0.098306179
0.012467861	0.098969936
0.012495279	0.099311829
0.012514591	0.099075794
0.012743950	0.120499611
0.025525331	0.099022627
0.012507915	0.098885536
0.012526989	0.098891020
0.012555599	0.099138498
0.012862682	0.122308016
0.012484074	0.099271059
0.012537956	0.098381519
0.012563944	0.119336843
0.012569904	0.098890543
0.012522459	0.098844767
0.012530565	0.098307371
0.012545586	0.099135876
0.012540340	0.098896027
0.012502909	0.098725319
0.012531042	0.098353386
0.012500286	0.098311424
0.012545109	0.098824024
0.012520552	0.098920107
0.012552500	0.098389387
0.012496710	0.099024296
0.012523890	0.099083185
0.012499332	0.099423409
0.012540817	0.099109173
0.012646914	0.099177599
0.013921261	0.098929167
0.013965607	0.098815441
0.012461185	0.974722385
