batch_size	gpu_time
1	0.04461398124444443
2	0.04628743064444444
3	0.04409252797777779
4	0.048371060622222226
5	0.04928221704444446
6	0.05074590582222222
7	0.06291308404444447
8	0.060895601866666677
9	0.062070454533333326
10	0.06653575373333331
11	0.07074106004444446
12	0.07461172740000001
13	0.08102086382222223
14	0.08628907202222219
15	0.08923741971111113
16	0.09268299208888887
17	0.10032851428888886
18	0.10448668262222223
19	0.10900745917777775
20	0.11414589353333336
21	0.11892558206666667
22	0.1238272454888889
23	0.12805683880000002
24	0.1337660259555555
25	0.1372686704666667
26	0.13936922813333336
27	0.1450323899777778
28	0.15211629873333338
29	0.15488288131111108
30	0.15629484915555555
31	0.1600617568222222
32	0.16365291817777775
33	0.16948559553333334
34	0.17466971611111112
35	0.17902320751111114
36	0.1823742654888889
37	0.19036046668888887
38	0.1967469426666667
39	0.20284891124444443
40	0.20382489095555556
41	0.20695652957777785
42	0.21325763597777778
43	0.21539818977777772
44	0.22092288324444445
45	0.22112766895555552
46	0.2282515154666667
47	0.23252076571111116
48	0.2341153674666666
49	0.24322404322222219
50	0.24613001613333338
51	0.2483311918666667
52	0.25560422995555554
53	0.2531209627777778
54	0.25796806011111106
55	0.27000742493333324
56	0.2788964535333333
57	0.2809466309777778
58	0.28528153633333325
59	0.2860868931333334
60	0.2878854115777777
61	0.292616023
62	0.29597630504444455
63	0.29834015639999995
64	0.3007646560888889
65	0.3101667457555556
66	0.3133032904444445
67	0.31797855697777777
68	0.3231332196000001
69	0.32736123933333344
70	0.33375249446666666
71	0.3297691186444445
72	0.3353522776888889
73	0.33990759844444457
74	0.35495756466666667
75	0.359413973488889
76	0.3668954318888888
77	0.36724217731111103
78	0.3759269343777778
79	0.37582481171111115
80	0.37631295522222213
81	0.3805564721333333
82	0.38722074826666664
83	0.38699148486666657
84	0.3871508122
85	0.39122334057777763
86	0.3948664559555556
87	0.3993798891777778
88	0.40302038186666683
89	0.4069341183555555
90	0.4099886416888889
91	0.41372727291111094
92	0.42120578553333354
93	0.42590901579999996
94	0.4294317245333333
95	0.4386098173555555
96	0.43676661380000004
97	0.4457039834222221
98	0.4490176572
99	0.45297416048888883
100	0.459068997711111
101	0.4690094099999999
102	0.47282476957777775
103	0.4685030301333334
104	0.4715734958444443
105	0.48301944733333335
106	0.4871530374222222
107	0.4906938817333331
108	0.4894893593777778
109	0.4925655365555556
110	0.5050649961333333
111	0.5105324003111112
112	0.5101153108888887
113	0.5211506685555555
114	0.5252638922666666
115	0.5289059479555556
116	0.5323558171111112
117	0.5363204320444445
118	0.5381811990444446
119	0.5429421001555556
120	0.5455835501333334
121	0.5500011338
122	0.5527569453333334
123	0.5566255993333333
124	0.5599797407777779
125	0.5669672276666669
126	0.5692606978222223
127	0.5738666110000001
128	0.5764295047777778
