cpu2gpu_time	gpu_time
0.007431984	2.786621809
0.017249346	0.333472967
0.007500648	0.290470362
0.006950378	0.291165829
0.006898403	0.304535627
0.006777287	0.290765047
0.006892204	0.290790319
0.006824017	0.290487528
0.006761551	0.290269136
0.006996632	0.291352987
0.006776333	0.290729284
0.006896496	0.290571213
0.006749392	0.290654659
0.006976366	0.295552731
0.006739855	0.290644169
0.006807566	0.291461706
0.007089615	0.291845322
0.006841898	0.291370392
0.009184361	0.290258169
0.006874084	0.291399956
0.006790400	0.291686296
0.006768465	0.291465759
0.006790638	0.292146683
0.006953716	0.291664839
0.006845236	0.290144444
0.006829500	0.290348053
0.006995916	0.291073799
0.006837606	0.290683985
0.006837606	0.290322781
0.006972551	0.290596485
0.006882429	0.289830208
0.020103455	0.290321350
0.006844997	0.290422916
0.006859541	0.291109324
0.006814957	0.290119171
0.006818295	0.289568663
0.006786823	0.291086912
0.006855488	0.291858912
0.006879568	0.290383101
0.006743908	0.290359735
0.021143913	0.290768862
0.006848812	0.290408850
0.006809950	0.290189743
0.006826878	0.290657759
0.006782532	0.290835142
0.006812334	0.294571877
0.006887913	0.290912628
0.006987572	0.290637255
0.006802559	0.291036606
0.007077932	0.291468382
0.006872177	0.290341377
0.006836414	0.290911674
0.006846905	0.290070534
0.006790161	0.303535223
0.006853819	0.297326803
0.006819725	0.290673256
