cpu2gpu_time	gpu_time
0.031480789	3.980800629
0.006226063	0.468603373
0.005237341	0.470939159
0.005204439	0.468452692
0.005590439	0.468353748
0.005145073	0.468222618
0.005720615	0.468039036
0.005145311	0.468439817
0.005134344	0.468474150
0.005140781	0.468001604
0.005139112	0.469099760
0.005204439	0.469060659
0.005156279	0.468132019
0.005176306	0.470695734
0.005253553	0.468311071
0.005192518	0.467890739
0.005160809	0.468042135
0.005156279	0.467741966
0.005178452	0.468853712
0.005156040	0.469006777
0.005179167	0.468182087
0.005120277	0.468398571
0.005239487	0.468992949
0.005175591	0.468356848
0.005168915	0.468772650
0.005126476	0.469197035
0.005258560	0.468743086
0.005115509	0.472429276
0.005230904	0.468434334
0.015542030	0.468246937
0.005878687	0.470847368
0.005166292	0.468890905
0.005160332	0.468446970
0.005141497	0.470663071
0.005462408	0.469942570
0.005112648	0.468639851
0.005149603	0.468327522
0.005131006	0.468611479
0.005152464	0.467941523
0.005108356	0.468395948
0.005121231	0.468526602
0.005158901	0.468506098
0.005178690	0.468407154
0.005112648	0.467901230
0.005165815	0.468054771
0.016546488	0.468428373
0.005173445	0.467953682
0.015272379	0.468464136
0.005167961	0.468101740
0.005140781	0.469977140
0.005117178	0.469068289
0.005230665	0.468322754
0.005161762	0.468176603
0.005134344	0.469365120
0.005251408	0.468224287
0.005198479	0.467993021
