5462125f-8e3d-44d6-9f9d-e0a5bc977e10	0	1703993762.4469626	175.34750081162628
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	1	1703993763.6039047	110.63886991799214
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	2	1703993764.761423	110.5837883910186
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	3	1703993765.9190197	110.57613555733371
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	4	1703993767.0766056	110.5771832041274
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	5	1703993768.2340143	110.5940621634516
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	6	1703993769.391241	110.61167553112035
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	7	1703993770.548862	110.5738581327885
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	8	1703993771.7064462	110.57734263037979
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	9	1703993772.863322	110.64504921591092
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	10	1703993774.0210886	110.55999064235766
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	11	1703993775.1786456	110.58000739437018
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	12	1703993776.3362827	110.57226399142395
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	13	1703993777.4931226	110.64867502934852
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	14	1703993779.2283745	73.7656515931922
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	15	1703993780.9626985	73.80504843435187
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	16	1703993782.6948504	73.89759597504
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	17	1703993784.4285293	73.83253450334925
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	18	1703993786.1609662	73.88547337570452
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	19	1703993787.8943553	73.8447819349564
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	20	1703993789.6268013	73.88503614149758
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	21	1703993791.3606193	73.82650367942408
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	22	1703993793.0932443	73.87732946712005
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	23	1703993794.8269727	73.83034136246845
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	24	1703993796.5596569	73.87483886734337
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	25	1703993798.2930303	73.84546246696272
5462125f-8e3d-44d6-9f9d-e0a5bc977e10	26	1703993800.0254927	73.884354879907
