cpu2gpu_time	gpu_time
0.038877726	2.554599047
0.016902208	0.216103792
0.007235765	0.205540657
0.007343531	0.206828117
0.007263899	0.206543922
0.007246017	0.206568003
0.007316113	0.207062960
0.007226944	0.206395626
0.007246017	0.207120180
0.007293224	0.206559181
0.018106461	0.206542492
0.007240772	0.206455708
0.007342815	0.206671238
0.007242441	0.207070589
0.007350445	0.210127831
0.007261992	0.207156420
0.007264137	0.205972195
0.007369280	0.207139015
0.007236004	0.206412315
0.007347822	0.207098246
0.007345915	0.206824541
0.007359028	0.207029343
0.007244110	0.208129644
0.007316113	0.206486702
0.007306814	0.206319809
0.007287979	0.208156824
0.007340431	0.207175493
0.007679939	0.206388235
0.007375956	0.207446337
0.007299423	0.207330465
0.007236719	0.206566811
0.007447958	0.221987724
0.007294178	0.206905603
0.007285595	0.206179619
0.007252455	0.206902742
0.007342577	0.206961870
0.009495258	0.206134081
0.007293463	0.206718206
0.007240772	0.206256390
0.007466316	0.206676483
0.007285595	0.206692457
0.007319212	0.207447052
0.007313967	0.206894636
0.007352829	0.207579851
0.007371187	0.207347393
0.007300138	0.206848383
0.007282257	0.206509113
0.007252216	0.206478357
0.007284641	0.206570387
0.007288218	0.207370758
0.007367373	0.208293676
0.007286310	0.207132101
0.007326126	0.211262226
0.007279396	0.207111597
0.007325649	0.206588268
0.007249594	0.206773520
