cpu2gpu_time	gpu_time
0.024504185	2.361324549
0.011322737	0.194125175
0.004311562	0.186079264
0.004349470	0.186414003
0.004436731	0.187386990
0.004358768	0.186342001
0.004371881	0.186474085
0.004374504	0.187254906
0.004343987	0.186109304
0.004335165	0.186607599
0.004402637	0.186669588
0.004330158	0.186631680
0.004415274	0.186707973
0.004359961	0.186413527
0.004390240	0.186461210
0.004302263	0.186296225
0.004323959	0.186339378
0.004522562	0.187189817
0.004336596	0.186070204
0.004340172	0.186336040
0.004310608	0.186629057
0.004343271	0.186657667
0.004403830	0.186543941
0.004329205	0.186964750
0.004338980	0.186841488
0.004455090	0.186589956
0.004321814	0.186189413
0.004318237	0.186478615
0.004367590	0.193727493
0.004367113	0.186531782
0.004428148	0.186272383
0.004309654	0.185647488
0.015959978	0.186346769
0.004429102	0.186399698
0.004303455	0.186252594
0.004362106	0.186673880
0.012061834	0.186658859
0.004360437	0.186058283
0.004324675	0.186361790
0.004326105	0.186463594
0.004352331	0.186330318
0.004336119	0.186355352
0.004378319	0.186712027
0.004324675	0.186246634
0.004356861	0.186016798
0.004400730	0.186591625
0.004419327	0.186354876
0.004342794	0.186166048
0.015760660	0.186243296
0.004367352	0.186143398
0.004399300	0.186121941
0.004325628	0.186524153
0.004379749	0.186413050
0.004374027	0.186869383
0.004394054	0.187728405
0.004340887	0.186360121
