batch_size	gpu_time
1	0.007522816133333331
2	0.00737521908888889
3	0.007407029422222222
4	0.007257482822222222
5	0.0073001332666666665
6	0.007520463711111112
7	0.007902733422222225
8	0.008038504844444443
9	0.008137422177777773
10	0.008155059822222222
11	0.00857723557777778
12	0.008666096755555557
13	0.008771006266666666
14	0.009001514644444444
15	0.009136268866666667
16	0.00918460428888889
17	0.010065682733333331
18	0.010171010822222222
19	0.010354444644444445
20	0.01043400228888889
21	0.010903040555555557
22	0.011066728133333332
23	0.011300807577777783
24	0.011330419111111111
25	0.011533456422222218
26	0.011658679177777777
27	0.011689768866666669
28	0.011719852111111106
29	0.011972257933333334
30	0.012007882911111111
31	0.012129407488888888
32	0.012268161799999998
33	0.013874117600000001
34	0.014066918666666667
35	0.014355055444444445
36	0.014456240311111111
37	0.01458127228888889
38	0.014710834311111112
39	0.014828613066666666
40	0.014984607688888889
41	0.015192111311111114
42	0.015049992688888892
43	0.015564452311111114
44	0.015469826666666665
45	0.015692917533333336
46	0.01571299766666667
47	0.015913502377777774
48	0.015742773466666672
49	0.01718674768888889
50	0.01721654995555556
51	0.01723811888888889
52	0.017386261600000005
53	0.01748359471111111
54	0.017650938066666674
55	0.01783890195555556
56	0.017682213244444443
57	0.018122455866666668
58	0.01836036048888889
59	0.01850808462222222
60	0.018417220600000003
61	0.0186110708
62	0.018592596022222223
63	0.01910864513333333
64	0.018858114844444447
65	0.020547326488888885
66	0.02093303475555555
67	0.02087876006666667
68	0.020848888777777783
69	0.02125663228888889
70	0.021425591622222222
71	0.02125592224444444
72	0.02160987328888889
73	0.021662664444444445
74	0.021828227533333334
75	0.02158164448888889
76	0.021837319288888893
77	0.022254816644444446
78	0.02229984595555556
79	0.022350507333333332
80	0.02247506251111111
81	0.0235522588
82	0.023318401933333337
83	0.02401192984444444
84	0.023796579666666675
85	0.02407897308888889
86	0.024342060088888885
87	0.024231783466666663
88	0.024219809666666665
89	0.02482528688888889
90	0.024863624577777778
91	0.025163178955555553
92	0.025297207288888884
93	0.02528816324444444
94	0.024621152933333335
95	0.02534662886666667
96	0.025203784266666668
97	0.02725826900000001
98	0.027368810533333336
99	0.027493609355555563
100	0.027819813599999996
101	0.027653413333333328
102	0.027858601777777773
103	0.02803297042222223
104	0.027958382533333333
105	0.02835160362222221
106	0.028650792444444444
107	0.0285249552
108	0.028461996688888887
109	0.028767395022222222
110	0.02882439297777778
111	0.029109827711111105
112	0.029040416111111113
113	0.029902966822222224
114	0.02941398095555555
115	0.03023512104444444
116	0.029763094577777777
117	0.03024376757777779
118	0.030497339022222212
119	0.030104054288888883
120	0.030087513422222236
121	0.030481831222222217
122	0.030172846111111113
123	0.030591117022222225
124	0.030522685466666664
125	0.030897612066666674
126	0.030927785266666667
127	0.031039359822222223
128	0.03096362757777778
