cpu2gpu_time	gpu_time
0.026041746	5.183763742
0.004864454	0.209334850
0.003735542	0.208453178
0.003736258	0.209053278
0.003737211	0.210835457
0.003724575	0.208518028
0.003722191	0.208594561
0.003723860	0.209260464
0.003742218	0.208455801
0.003732920	0.208717346
0.003728151	0.208331108
0.003758192	0.209037542
0.003728628	0.208786726
0.003728390	0.208065510
0.003724098	0.208487749
0.003725052	0.208128214
0.003740072	0.209003448
0.003735781	0.208458900
0.003733397	0.208248615
0.003722906	0.208743334
0.003722191	0.208674669
0.003728628	0.208271742
0.003726721	0.208334208
0.003730536	0.208318233
0.003726959	0.208993435
0.003726959	0.208445072
0.003730774	0.208762407
0.003726006	0.208766699
0.003724813	0.207912445
0.003725290	0.209042072
0.003729105	0.211249590
0.003728390	0.208411694
0.003726721	0.208176136
0.003729343	0.208235741
0.003730774	0.208586216
0.003726959	0.208876610
0.003738165	0.208496094
0.003723860	0.209098339
0.003723383	0.208481073
0.003725290	0.208934307
0.003729105	0.208355904
0.003750086	0.208644629
0.003728867	0.208552361
0.003731728	0.208365440
0.003797293	0.208316326
0.003724098	0.208912134
0.003733635	0.208567142
0.003729343	0.208408117
0.003724337	0.208294868
0.003729820	0.208314419
0.003732443	0.208725929
0.003726959	0.208205462
0.003817558	0.208454847
0.003724098	0.208899736
0.003750324	0.208797216
0.003728628	0.208294153
