batch_size	gpu_time
1	0.0207266808
2	0.022439977911111107
3	0.02309670982222221
4	0.02350966128888889
5	0.024407482155555563
6	0.02685272426666666
7	0.02981834944444445
8	0.032028018133333336
9	0.033964104088888884
10	0.03615972202222221
11	0.03939397602222223
12	0.04136088157777778
13	0.04405066697777778
14	0.048014375866666674
15	0.049527767
16	0.05186159344444443
17	0.05562709175555556
18	0.05803089142222224
19	0.06058015295555556
20	0.06302325468888889
21	0.06718283753333333
22	0.06890429922222222
23	0.07129476340000002
24	0.07392110822222225
25	0.07598817088888889
26	0.07916025588888886
27	0.08392140606666666
28	0.085619492
29	0.08832717468888891
30	0.09095130500000001
31	0.09351752066666665
32	0.09568701846666666
33	0.09978601664444448
34	0.10237680006666668
35	0.10414614675555556
36	0.10708105828888888
37	0.10914882555555554
38	0.11115393108888888
39	0.11353560557777777
40	0.11717354457777779
41	0.12044757737777777
42	0.12275366791111117
43	0.12552100815555556
44	0.12739437420000002
45	0.12979675924444442
46	0.13185528651111109
47	0.13405743702222223
48	0.1356894121777778
49	0.14041329493333335
50	0.14238997557777783
51	0.14557535384444445
52	0.14830135239999997
53	0.1546198049777778
54	0.1560628467111111
55	0.15872480611111112
56	0.16078881160000003
57	0.16388236155555552
58	0.16515436171111111
59	0.16848360159999995
60	0.1701012717333333
61	0.17414173020000007
62	0.17534864742222228
63	0.17874307111111112
64	0.17962245404444444
65	0.18567922382222224
66	0.18959043822222224
67	0.1897343899555555
68	0.19153650068888892
69	0.19560148455555557
70	0.19736536875555555
71	0.19948780795555554
72	0.2012488576888889
73	0.20330537686666672
74	0.20478803317777777
75	0.20853909911111113
76	0.2099285867777778
77	0.21189343142222225
78	0.2144043074666667
79	0.22156762544444447
80	0.22228451306666663
81	0.2286910746666666
82	0.23296984568888895
83	0.2339076836888889
84	0.23533706131111098
85	0.23876813257777776
86	0.24098890091111108
87	0.2427122168888889
88	0.24440124833333335
89	0.24769292413333333
90	0.24922540982222224
91	0.25142218791111104
92	0.2541863071333333
93	0.2572170152222222
94	0.25936962235555555
95	0.2615993658222222
96	0.2632365861555555
97	0.26846084591111113
98	0.27034389177777773
99	0.2731448544222222
100	0.2748680379777778
101	0.27767336108888896
102	0.28040954268888896
103	0.2849806520666667
104	0.28445014422222226
105	0.2925961759555555
106	0.2944542566888889
107	0.29598068662222227
108	0.2988620121777778
109	0.3005805068888888
110	0.302528074
111	0.30477958248888887
112	0.3075626267777778
113	0.3109397676222222
114	0.3125631067333333
115	0.31634260813333326
116	0.3184429698666667
117	0.3203261533555556
118	0.3260427262444444
119	0.32700588973333333
120	0.3293338934666666
121	0.33321832026666676
122	0.33543528457777777
123	0.3380465402
124	0.33897685468888883
125	0.34305149186666667
126	0.34432311062222226
127	0.3464352555555555
128	0.34844597180000003
