cpu2gpu_time	gpu_time
0.000973940	1.823327541
0.000746965	0.009073019
0.000750303	0.008743525
0.000703335	0.008711576
0.000721455	0.008717299
0.000696421	0.008726358
0.000699997	0.008869410
0.000694990	0.008889675
0.000694275	0.008963823
0.000697374	0.008670807
0.000700235	0.008798599
0.000700235	0.008839130
0.000695467	0.008855581
0.000694990	0.008836031
0.000695467	0.008821011
0.000696182	0.008999586
0.000699043	0.008627653
0.000701666	0.008585691
0.000694990	0.008710146
0.000697374	0.008916140
0.000695229	0.008797884
0.000698805	0.008737564
0.000696659	0.008896589
0.000695705	0.008666992
0.000700235	0.008679867
0.000695229	0.008777857
0.000696659	0.008651972
0.000694513	0.008684635
0.000693798	0.008866310
0.000696421	0.008781910
0.000701427	0.008673906
0.000695705	0.008798599
0.000693798	0.008977175
0.000698805	0.008983850
0.000697851	0.008588791
0.000697374	0.008706570
0.000696421	0.008727789
0.000695229	0.008836508
0.000698090	0.008899689
0.000694990	0.008695841
0.000696182	0.008592606
0.000696182	0.008708239
0.000696182	0.008828640
0.000699759	0.008864880
0.000694990	0.008793592
0.000694752	0.008790493
0.000699520	0.008799553
0.000695229	0.008969545
0.000701189	0.011456966
0.000724792	0.008765697
0.000738621	0.008830309
0.000707388	0.008787870
0.000694752	0.008856297
0.000693083	0.009546995
0.000700474	0.008785963
0.000699997	0.008584499
