cpu2gpu_time	gpu_time
0.004334211	2.182725668
0.003222227	0.064331055
0.003191710	0.060035229
0.003185987	0.059989691
0.003188133	0.059981346
0.003184795	0.059950113
0.003185034	0.059977531
0.003194094	0.059974194
0.003187895	0.060005903
0.003203630	0.060019016
0.003194332	0.059980392
