batch_size	gpu_time
1	0.000191259288889
2	0.000232346844444
3	0.0002627532
4	0.000307014266667
5	0.0003390684
6	0.000413343688889
7	0.000455941044444
8	0.000511508488889
9	0.000554524444444
10	0.000614441711111
11	0.000668817088889
12	0.000728389977778
13	0.000759983111111
14	0.000800111533333
15	0.000845935666667
16	0.000905598622222
17	0.000945541555556
18	0.00100791177778
19	0.00104835828889
20	0.0010969798
21	0.00115082002222
22	0.00118869673333
23	0.00125781171111
24	0.00128699408889
25	0.00134231255556
26	0.00139137377778
27	0.0014430364
28	0.00150249804444
29	0.00154842268889
30	0.00159952373333
31	0.00163797264444
32	0.00168227624444
33	0.00172320471111
34	0.0017739402
35	0.00184091464444
36	0.00188401533333
37	0.0019323084
38	0.0019675308
39	0.00201836164444
40	0.00206528762222
41	0.00211781397778
42	0.00218568904444
43	0.00221024613333
44	0.00225952471111
45	0.00231564842222
46	0.00236643144444
47	0.00240462624444
48	0.00246332482222
49	0.00251314904444
50	0.00254938868889
51	0.00262381766667
52	0.00266075133333
53	0.00270817542222
54	0.00275558895556
55	0.00280157724444
56	0.00286995035556
57	0.0028916094
58	0.00295638513333
59	0.00299285257778
60	0.00302505495556
61	0.00308864908889
62	0.00315202608889
63	0.0032016118
64	0.00324436813333
65	0.00330754911111
66	0.00334193971111
67	0.0033883518
68	0.00343981853333
69	0.0035029994
70	0.00353732635556
71	0.00357598193333
72	0.00364032846667
73	0.00368138946667
74	0.00373507608889
75	0.00377708546667
76	0.0038352754
77	0.00386483404444
78	0.00393129455556
79	0.00396681897778
80	0.0040093952
81	0.00407660806667
82	0.00411908888889
83	0.00416994095556
84	0.00420648788889
85	0.00426472028889
86	0.00431793526667
87	0.0043612162
88	0.00440120693333
89	0.0044809924
90	0.00452073942222
91	0.00456374497778
92	0.00461220751111
93	0.00465079422222
94	0.00474866768889
95	0.00476054606667
96	0.00480075417778
97	0.00484691728889
98	0.00491435784444
99	0.00494117733333
100	0.00501605668889
101	0.00504331586667
102	0.00511062404444
103	0.0051386038
104	0.00520819031111
105	0.00523064404444
106	0.00527957811111
107	0.00533952711111
108	0.00539639788889
109	0.00542386911111
110	0.00551183488889
111	0.00552392533333
112	0.00557461842222
113	0.0056477706
114	0.00565777884444
115	0.00572201946667
116	0.0057902072
117	0.00580242475556
118	0.0058613194
119	0.00593234166667
120	0.00594336726667
121	0.00602534613333
122	0.00606584548889
123	0.00613038273333
124	0.00615756784444
125	0.0062197898
126	0.00628671108889
127	0.00632067255556
128	0.00636598804444
129	0.00640919477778
130	0.0064745956
131	0.00649872355556
132	0.00654263495556
133	0.00659791093333
134	0.00666921406667
135	0.00668854184444
136	0.00674667886667
137	0.00678950413333
138	0.00687155193333
139	0.00689340168889
140	0.0069800218
141	0.00698858893333
142	0.00702595711111
143	0.00707515606667
144	0.00712649557778
145	0.00720175108889
146	0.00723835091111
147	0.00726108548889
148	0.00733404155556
149	0.00738295448889
150	0.00744041337778
151	0.00746778384444
152	0.00754528575556
153	0.00755250717778
154	0.00759870206667
155	0.00768379115556
156	0.00772535008889
157	0.00777735713333
158	0.00780132082222
159	0.00789880226667
160	0.00790646351111
161	0.0079551114
162	0.00800920593333
163	0.00805329742222
164	0.00810713242222
165	0.00816216471111
166	0.00819125168889
167	0.00823102526667
168	0.00828519393333
169	0.008335405
170	0.00840043495556
171	0.00844152771111
172	0.00846740937778
173	0.00853832564444
174	0.00856800077778
175	0.00866634053333
176	0.00867795946667
