cpu2gpu_time	gpu_time
0.004004717	0.772125959
0.003239393	0.376636028
0.003215790	0.375813007
0.003212690	0.375791550
0.003193140	0.375743628
0.003222704	0.375430346
0.003190756	0.375568628
0.003207207	0.375787735
0.003203392	0.375866413
0.003219366	0.375868082
0.003186941	0.375312567
0.003180504	0.375747204
0.003255606	0.375921726
0.003215551	0.375830650
0.003183842	0.376260281
0.003225565	0.377111197
0.003197432	0.375666380
0.003246784	0.375664473
0.003205299	0.375631332
0.003300190	0.376138210
0.003226995	0.375970125
0.003258228	0.375962257
0.003221512	0.376025438
0.003225327	0.376172066
0.003209352	0.375878572
0.003201485	0.375911951
0.003238201	0.375562668
0.003207207	0.375644207
0.003200054	0.376137018
0.003218412	0.375848532
0.003382206	0.376653194
0.003374100	0.376406431
0.003218412	0.379671812
0.003217697	0.376295090
0.003234148	0.376980066
0.003249168	0.376234055
0.003224611	0.375948429
0.003207445	0.376261234
0.004327297	0.375971079
0.003266096	0.376683712
0.003244638	0.376070261
0.003208876	0.376877069
0.003205299	0.376200676
0.003260136	0.376066446
0.003206253	0.376111984
0.003190517	0.380809069
0.003233194	0.375698566
0.003223419	0.375827312
0.003206491	0.376401663
0.003236532	0.376132488
0.003227949	0.376190186
0.003212214	0.376457930
0.003252268	0.375781059
0.003252506	0.375971317
0.003245831	0.376275778
0.003280163	0.376292229
0.003242731	0.375673771
0.003195286	0.380331039
0.003201246	0.376008272
0.003258705	0.376385689
0.003211737	0.375553370
0.003258467	0.375389099
0.003206253	0.375505447
0.003233671	0.375674486
0.003191233	0.375247478
0.003189564	0.375535250
0.003188372	0.375616789
0.003226042	0.375556231
0.003221750	0.375344515
0.003181219	0.375402689
0.003236532	0.376082420
0.003254414	0.375867128
0.003207207	0.376457930
0.003205299	0.376163483
0.003181934	0.376070738
0.003205776	0.375847340
0.003197432	0.375693798
0.003192663	0.375776529
0.003196239	0.375841618
0.003217697	0.375690460
0.003207207	0.375782490
0.003187418	0.375605822
0.003232002	0.376085997
0.003221273	0.375953436
0.003216743	0.375972986
0.003216028	0.375955105
0.003191471	0.375822544
0.003226042	0.376085281
0.003219128	0.375692129
0.003194809	0.375694752
0.003179073	0.375784636
0.003205776	0.375606060
0.003196716	0.375555038
0.003186464	0.375818968
0.003238440	0.376072884
0.003224850	0.375641108
0.003196001	0.375871181
0.003201962	0.375831604
0.003192425	0.375847101
0.003218889	0.376243114
0.003199100	0.375838280
0.003179789	0.375679255
0.003200054	0.375725508
0.003288031	0.375918388
0.003181696	0.375777721
0.003187180	0.375777483
0.003185987	0.375833988
0.003213406	0.375885487
0.003215551	0.376227140
0.003202677	0.375751019
0.003179312	0.375989676
0.003228426	0.376101732
0.003221273	0.375900745
0.003205299	0.375748396
0.003203869	0.375859976
0.003222942	0.376330137
0.003246069	0.377019644
0.003235102	0.375849962
0.003179789	0.375967503
0.003235817	0.376002789
0.003197193	0.375889063
0.003178358	0.375821829
0.003190517	0.376058817
0.003202677	0.376030922
0.003190041	0.375848293
0.003221035	0.375999451
0.003185511	0.375999689
0.003265381	0.375962019
0.003182173	0.375853539
0.003208160	0.375961065
0.003206015	0.375942469
0.003210306	0.375952959
0.003194571	0.375832558
0.003213882	0.375977278
0.003196716	0.376119614
0.003216743	0.375961542
0.003203869	0.376454830
0.003210068	0.375690699
0.003184557	0.375791311
0.003206968	0.376270771
0.003209591	0.375846863
0.003210545	0.375798702
0.003200531	0.375899792
0.003220558	0.375889778
0.003205299	0.375863075
0.003218412	0.376823425
0.003213406	0.376119137
0.003221512	0.376140356
0.003199339	0.376154900
0.003239870	0.375926971
0.003181696	0.375944853
0.003233433	0.376360655
0.003213167	0.376027822
0.003190517	0.375845909
0.003196478	0.376048565
0.003211260	0.376075029
0.003190041	0.375992537
0.003189802	0.375855923
0.003204823	0.375947475
0.003230810	0.375941277
0.003211498	0.375950098
0.003191948	0.376033783
0.003190994	0.375994444
0.003224611	0.375961304
0.003245592	0.375979900
0.003219366	0.376054764
0.003217459	0.375868797
0.003236055	0.376022100
0.003215790	0.376578093
0.003189564	0.376603842
0.003182888	0.375873566
0.003212690	0.375830173
0.003231525	0.375759363
0.003190041	0.375557899
0.003203392	0.375945091
0.003228188	0.375728607
0.003257275	0.375395536
0.003178596	0.375315189
0.003196716	0.375473499
0.003253222	0.375655413
0.003221512	0.375489235
0.003194571	0.375424385
0.003214359	0.375674725
0.003230095	0.376029015
0.003346920	0.375995874
0.003221989	0.375976562
0.003210783	0.376337767
0.003214836	0.376030922
0.003343344	0.375919580
0.003215075	0.376423120
0.003203392	0.375987768
0.003247499	0.375916243
0.003227234	0.376215219
0.003225088	0.375685215
0.003195047	0.375822783
0.003267765	0.375929117
0.003212214	0.375980377
0.003225803	0.375690937
0.003198862	0.375787258
0.003253698	0.376551628
0.003226280	0.375659704
0.003238916	0.375762939
0.003206968	0.375754118
0.003247023	0.375981808
0.003215075	0.375672340
0.003211737	0.375774384
0.003209591	0.375874996
0.003238440	0.375960112
0.003208160	0.376157761
0.003217459	0.375658751
0.003192425	0.375917435
0.003214121	0.375950336
0.003221989	0.375984430
0.003205299	0.375655413
0.003201962	0.375777721
0.003253937	0.376357555
0.003229618	0.375921726
0.003205299	0.376136541
0.003182650	0.375931501
0.003234386	0.375616312
0.003204346	0.375516176
0.003177404	0.380099058
0.003184557	0.375610113
0.003233671	0.375869274
0.003200531	0.375749350
0.003197670	0.375956535
0.003189087	0.376072645
0.003246546	0.376239777
0.003232241	0.375890017
0.003189802	0.375897169
0.003198624	0.376009226
0.003216743	0.375930309
0.003197432	0.375926971
0.003180742	0.375854731
0.003192663	0.375855684
0.003235102	0.375992298
0.003191948	0.375827312
0.003183365	0.375832081
0.003173590	0.375887632
0.003221750	0.376019955
0.003207922	0.375371933
0.003211021	0.375448704
0.003183603	0.375465631
0.003218412	0.375954151
0.003248692	0.375698566
0.003257036	0.375783443
0.003206491	0.375960827
0.003438711	0.376311302
0.003228188	0.375639200
0.003192663	0.375700951
0.003206015	0.375911236
0.003232956	0.376399517
0.003220081	0.375705004
0.003209114	0.375723839
0.003200293	0.375988960
0.003266573	0.376261711
0.003251076	0.376083612
0.003248215	0.375975132
0.003226995	0.379134893
0.003199577	0.376061201
0.003180504	0.375515938
0.003187418	0.375902176
0.003207684	0.376027584
0.003244400	0.375897646
0.003210306	0.375891924
0.003203630	0.375570774
0.003191233	0.375883102
0.003253460	0.376113653
0.003190517	0.375870228
0.003261328	0.376026392
0.003200293	0.375978708
0.003219128	0.376492500
0.003195286	0.375890732
0.003189802	0.375614882
0.003187656	0.375842333
0.003233671	0.376032114
0.003190994	0.375697851
0.003176689	0.375871181
0.003220558	0.375656366
0.003258944	0.375877857
0.003210783	0.375794411
0.003189802	0.375648260
0.003195047	0.375861168
0.003200054	0.375828266
0.003193378	0.375819445
0.003190279	0.375345945
0.003189087	0.375569582
0.003263474	0.376058817
0.003189325	0.375423908
0.003189325	0.375598431
0.003176928	0.375700951
0.003225565	0.376009464
0.003199577	0.375464916
0.003201485	0.375630140
0.003195524	0.376049280
0.003216743	0.375797987
0.003207684	0.375883341
