cpu2gpu_time	gpu_time
0.001857281	0.440471649
0.001315117	0.058364153
0.001316547	0.058235884
0.001300097	0.054428339
0.001318932	0.054306269
0.001318693	0.055650473
0.001332283	0.054125547
0.001333475	0.054031372
0.001321316	0.053655863
0.001317024	0.053757191
0.001436949	0.054887772
0.001328945	0.053698063
0.001314402	0.053658247
0.001331806	0.055529594
0.001328945	0.053759575
0.001488209	0.053781033
0.001497984	0.053647995
0.001324415	0.053684711
0.001327515	0.053699255
0.001311302	0.053711414
0.001327515	0.054454327
0.001436234	0.053814888
0.001322746	0.053653955
0.001526594	0.053887129
0.001322985	0.053697586
0.004254341	0.053638458
0.001293421	0.053567648
0.001320601	0.053729773
0.003153801	0.053858280
0.001387358	0.053582907
0.001391649	0.053905487
0.001393080	0.055927038
0.001312256	0.053547144
0.001332045	0.053624868
0.001355886	0.053792238
0.001461983	0.053689718
0.001328230	0.053620815
0.001376152	0.054038286
0.001321077	0.053640127
0.001300097	0.053684950
0.001333475	0.055826902
0.001381159	0.053738356
0.001407623	0.053938150
0.001378775	0.053812742
0.001328230	0.053838491
0.001410246	0.053714991
0.001308441	0.054306269
0.001301289	0.053681850
0.001334667	0.053764105
0.001358509	0.053665161
0.001300573	0.053745985
0.001359463	0.053942442
0.001346111	0.054030180
0.001574039	0.053928614
0.001376867	0.053809166
0.001317024	0.053760767
