----------------------------
31.59766188899812
85.59934010899451
146.9420687880047
252.8550291309948
370.15613273000054
495.9740600410005
629.2176313399978
721.2613731279998
843.0612381459941
995.1085749880003
srfs,457.17731102899853

34.01928347199282
99.97871613399184
148.67227936899872
197.8807514910004
327.77909086999716
458.8590386649885
490.9752937829908
598.5094298649929
723.4244627359876
855.9312686779886
muri,393.6029615062929
----------------------------

61.530790787001024
123.29822678799974
232.2052119400032
339.31730427700677
455.5504898740037
580.3901581959944
715.2976915820036
807.3195119000011
957.5185188790056
1079.602128191007
srfs,535.2030032414026

66.4965031400061
132.56885015500302
230.90949938399717
298.4239893969934
361.5209952300065
451.50252840999747
567.1443278700026
691.3471728199947
826.3953823979973
978.6117060389952
muri,416.72240656645835
------------------------------

106.92727836800623
213.60471154400147
330.25648374299635
454.7685455729952
588.7482226520078
680.4198360550072
772.4247461360064
863.7489804990037
1015.0282982149947
1136.6215388290002
srfs,616.2548641614019
98.8064776139945
197.13339933600219
295.46569381099835
322.59895987200434
425.6147866980027
497.36817491099646
613.1452363370045
738.4516776139935
872.4440007179946
1025.028478756998
muri,466.213922033124

------------------------------
cpu:gpu, improv
1:1, 1.125x
1:2, 1.03x
2:1, 1.30x
3:1, 1.38x
4:1, 1.44x

