preprocess_time	gpu_time
0.034542799	0.049036503
0.017842293	0.030264616
0.010005713	0.024657249
0.014310598	0.025929928
0.039032221	0.051998854
0.031093121	0.043972254
0.028979778	0.044375181
0.028605938	0.041950703
0.033058405	0.047529697
0.019395113	0.031800032
0.021374941	0.034919977
0.032023191	0.046981096
0.021240473	0.033664942
0.016213417	0.027801991
0.016258955	0.029008865
0.034770727	0.050164461
0.021513224	0.034065723
0.015746355	0.028184175
0.009641886	0.025074244
0.009958267	0.025042295
0.008929491	0.025216103
0.004331589	0.026242733
0.001965523	0.024493456
0.014290333	0.025567532
0.035618305	0.048838139
0.032502651	0.046574593
0.028398514	0.041282892
0.026689291	0.041188955
0.026842356	0.039936543
0.023198605	0.035962343
0.032734871	0.048325062
0.028784990	0.041508198
0.028863430	0.042057991
0.026021004	0.040456772
0.023636818	0.035941839
0.021489620	0.035521507
0.024539471	0.036736250
0.031948090	0.044818640
0.018006563	0.030537844
0.026434660	0.041162491
0.017459393	0.029859543
0.023362160	0.036241531
0.029589415	0.042029858
0.015364408	0.026777267
0.013298512	0.025471449
0.012594700	0.025220871
0.009199381	0.025408268
0.009242535	0.025131226
0.023732424	0.038214207
0.032476664	0.046554089
0.018395901	0.030784369
0.022403002	0.035948038
0.025410175	0.038078547
0.016794443	0.028459311
0.008772135	0.024372339
0.003977060	0.025456667
0.000026226	0.025133848
0.000021458	0.025194168
0.000021458	0.024422169
0.007158518	0.025897503
0.007846355	0.025065899
0.007436752	0.024833918
0.009979248	0.025116682
0.016187429	0.027990580
0.015150785	0.026497364
0.021940947	0.034356356
0.016380548	0.028842688
0.027852297	0.042288542
0.021961927	0.034368515
0.013661146	0.025909662
0.010762930	0.025663853
0.004935980	0.024786472
0.001714468	0.025336742
0.014070511	0.025662899
0.000024557	0.024869204
0.000271559	0.024467945
0.001519203	0.025075912
0.003735304	0.024799109
0.005007029	0.025002480
0.021521330	0.036313534
0.019107819	0.031321764
0.007537365	0.024871588
0.004168272	0.025599957
0.014158726	0.027469397
0.028167009	0.040694714
0.024500370	0.036920786
0.010170937	0.025092602
0.008857727	0.025082350
0.007718325	0.025390863
0.011217833	0.025239468
0.012073278	0.026046753
0.015200615	0.029397249
0.015851021	0.029173136
0.023659945	0.036168337
0.011655569	0.025176048
0.008491755	0.024321318
0.006578445	0.025042295
0.003591061	0.024910212
0.012356997	0.026347637
0.014001846	0.028424978
0.021434546	0.033798218
0.006350040	0.024821758
0.004438877	0.025116920
0.014156818	0.026085854
0.034795761	0.046573400
0.029490232	0.041978359
0.015416145	0.027284384
0.008787394	0.025465012
0.009600639	0.025155067
0.017454624	0.030296803
0.012468815	0.025013447
0.013092995	0.025392532
0.012640238	0.025372982
0.014127970	0.025304794
0.014400959	0.027158022
0.033669233	0.047999382
0.017938852	0.030304432
0.014531851	0.026815414
0.010268927	0.024870872
0.007093668	0.025540829
0.004903555	0.024915695
0.001159668	0.024379492
0.002402306	0.025750160
0.014222145	0.024716854
0.000219345	0.024859428
0.012464285	0.027343750
0.030510426	0.045107365
0.023650169	0.036072731
0.012726307	0.025078297
0.012202740	0.025117397
0.015004396	0.027909517
0.013521433	0.025958061
0.011374712	0.024938822
0.014278173	0.025501490
0.029965162	0.043443918
0.025864363	0.038209438
0.013030291	0.025467157
0.019978285	0.034200907
0.022958279	0.035275698
0.012838602	0.025252819
0.010967255	0.025108814
0.007475138	0.024682760
0.002764940	0.025611162
0.014126778	0.025530338
0.000021219	0.024286747
0.018295050	0.031154394
0.021192789	0.032774687
0.013847589	0.025974274
0.014480829	0.027230263
0.013345957	0.025801182
0.008235216	0.025316715
0.014920712	0.031210899
0.025660276	0.038067102
0.014557362	0.025879145
0.030307531	0.044392586
0.034992456	0.048491478
0.023379087	0.036161900
0.026313066	0.038714170
0.027363300	0.041060209
0.030553818	0.044570923
0.019296646	0.031686544
0.010206223	0.024974108
0.006581306	0.024449110
0.015012264	0.026482821
0.028523445	0.040951014
0.014153004	0.025704384
0.013163805	0.025231361
0.011045218	0.025628328
0.006659031	0.024681091
0.009384632	0.027178526
0.023099184	0.035564661
0.026430130	0.038949251
0.026648521	0.040804148
0.020931482	0.033447981
0.014559984	0.026973486
0.013271332	0.025645733
0.006483316	0.024395466
0.004144669	0.025160074
0.001904249	0.025208473
0.000021696	0.024956226
0.000021458	0.025463820
0.000022411	0.025378942
0.000021219	0.024565935
0.015086174	0.027315378
0.036820650	0.049791336
0.028844118	0.041474104
0.029450893	0.043797970
0.022018671	0.034470320
0.018196344	0.030891418
0.027456522	0.041596174
0.033051968	0.047584534
0.019281864	0.031698704
0.011615992	0.025120735
0.014090300	0.025799751
0.024708748	0.036505461
0.016131401	0.031154633
0.027384758	0.039968252
0.032185316	0.045643330
0.034037590	0.048167467
0.027290821	0.039862871
0.034911871	0.049471617
0.020082235	0.032338619
0.007923841	0.024840355
0.014367104	0.025682688
0.029852152	0.042810917
0.020627022	0.032455921
0.027230740	0.041689396
0.027175665	0.041563034
0.020952225	0.033140898
0.012335300	0.025443077
0.009448051	0.025078773
0.003873825	0.024927855
0.008878469	0.025389671
0.015358925	0.026977062
0.013926506	0.025396109
0.008491278	0.024606466
0.004560471	0.025289774
0.001763344	0.024611473
0.015917778	0.030297279
0.019423246	0.031839609
0.011929989	0.025062084
0.013639450	0.027183771
0.034019709	0.048421144
0.018365145	0.030229568
0.010119677	0.024729490
0.010851622	0.025773048
0.028316259	0.042649984
0.029531479	0.043060064
0.024224043	0.037788630
0.030307055	0.044227600
0.023651361	0.036943436
0.014929056	0.027368546
0.012698412	0.025282383
0.014117718	0.025898457
0.032375336	0.045940399
0.018257856	0.030556440
0.012607813	0.025066853
0.008802891	0.025348902
0.004966736	0.025182724
0.000032902	0.024982929
0.000021696	0.025376797
0.000021458	0.025278568
0.000022411	0.025112629
0.014033079	0.025443792
0.000021696	0.025704145
0.000021458	0.023993254
0.013505220	0.026262283
0.015014410	0.026758909
0.018482924	0.030978680
0.028144836	0.042478800
0.022989273	0.035519838
0.025081873	0.039181471
0.027235985	0.042859793
0.028674364	0.041211843
0.026583672	0.041208982
0.021310568	0.033506632
0.013177156	0.026379585
0.018373251	0.030921698
0.010613203	0.025045633
0.008664846	0.024960756
0.007523775	0.025295496
0.005400658	0.025128603
0.005163670	0.024954557
0.014594078	0.026294470
0.033489227	0.046781540
0.022166967	0.034159660
0.015918016	0.028394222
0.027132034	0.039701223
0.030032158	0.043201208
0.035267115	0.049756050
0.020466805	0.032941580
0.016353607	0.029584646
0.028139591	0.041440964
0.025959253	0.038038492
0.013465405	0.025891542
0.022200823	0.035306454
0.031539440	0.045964956
0.017559290	0.030025482
0.029660463	0.043944120
0.030847549	0.044595242
0.018902063	0.031456709
0.010187864	0.024485588
0.012367487	0.026468992
0.014421701	0.025769234
0.012205124	0.025265694
0.025959253	0.040157795
0.016971350	0.029381275
0.012089252	0.025068521
0.013716698	0.026751518
0.028544664	0.042700052
0.029957771	0.043591022
0.026253700	0.038650513
0.014054060	0.026573658
0.016855955	0.028516769
0.027311802	0.040927887
0.016300917	0.028700352
0.010628700	0.024916410
0.015645742	0.028119564
0.024444580	0.038331509
0.028115749	0.044809818
0.020421267	0.033128977
0.017705441	0.030550957
0.026119947	0.038957357
0.015442371	0.028092146
0.010247469	0.024540663
0.009116888	0.025522470
0.006325960	0.024741411
0.011111736	0.026052475
0.030200481	0.043974161
0.027024269	0.039426804
0.014993191	0.028011322
0.033125401	0.047786236
0.026997089	0.039935589
0.017970562	0.030462027
0.011865616	0.024523973
0.010113478	0.025454044
0.008545160	0.024821281
0.012182951	0.025820017
0.024417877	0.038566351
0.024919987	0.038485050
0.030879736	0.045038462
0.025616407	0.038169861
0.020530224	0.033538818
0.031046391	0.044878244
0.019905329	0.032340765
0.023862123	0.037892818
0.021140337	0.033555031
0.028305054	0.041640997
0.032534122	0.047091961
0.026680708	0.041499853
0.021947145	0.034286261
0.017109871	0.029710054
0.012471199	0.025208950
0.014071465	0.025463104
0.010284901	0.025202513
0.015904427	0.029739380
0.029358864	0.042056799
0.022557259	0.036138058
0.033032417	0.046415091
0.032058239	0.045114279
0.021958828	0.034204006
0.017828941	0.030848980
0.013777018	0.026324272
0.014118671	0.025565386
0.035127640	0.048099995
0.029987097	0.043597221
0.023591280	0.036537170
0.024098158	0.038731575
0.023049116	0.035374641
0.014246941	0.026706457
0.016703844	0.029568434
0.021097898	0.034252167
0.034289598	0.048211098
0.020650148	0.032884598
0.024876118	0.038454294
0.017195940	0.029853821
0.007811069	0.024272203
0.005415440	0.025326252
0.009492397	0.025726080
0.024260044	0.036623478
0.028276443	0.039859295
0.017335176	0.029457808
0.016057014	0.028324842
0.024615765	0.037356138
0.010525703	0.024800539
0.023689985	0.038578272
0.017484188	0.030184269
0.026369810	0.040836811
0.016280651	0.028494358
0.018070221	0.030660391
0.020092726	0.032903671
0.018892288	0.032269478
0.016047955	0.028282881
0.014214754	0.025383472
0.015638828	0.026988268
0.018498898	0.030108690
0.025834084	0.039920092
0.026843071	0.039128065
0.021258354	0.035308123
0.034815550	0.048240900
0.028414726	0.042510033
0.021675110	0.035447836
0.008723974	0.024806738
0.014347792	0.025689602
0.033023834	0.046307564
0.025132418	0.039383650
0.022468090	0.034641266
0.017810106	0.030994177
0.022237301	0.034715176
0.010297060	0.025143385
0.026581049	0.040736437
0.030360222	0.043958902
0.024493217	0.037010908
0.016012669	0.027361393
0.016714573	0.029141903
0.028046131	0.041680336
0.022316456	0.034498453
0.011022329	0.025412798
0.007015705	0.024698496
0.004269361	0.025445461
0.007279634	0.025017262
0.018474579	0.030581713
0.016936541	0.029788971
0.021498442	0.033009529
0.013250828	0.026012897
0.016587734	0.029292583
0.025831223	0.040440321
0.020971298	0.033250570
0.013275623	0.025693655
0.014888525	0.027374744
0.026355267	0.039348364
0.021278620	0.033798933
0.021965265	0.034944057
0.026837111	0.039593458
0.022396564	0.035051107
0.024460793	0.038244724
0.031239748	0.045439243
0.021480322	0.033773422
0.014147520	0.026677847
0.014778137	0.027132750
0.032115936	0.045655727
0.029144049	0.042651176
0.016896725	0.029141665
0.014070034	0.025451660
0.014566183	0.026307344
0.014192581	0.026461124
0.013102531	0.027000904
0.021777391	0.034345865
0.028954268	0.041435242
0.023775816	0.036584377
0.023154736	0.035642385
0.020507336	0.036799908
0.035847902	0.048675537
0.033771515	0.047014236
0.031052828	0.045189142
0.017309904	0.030048847
0.017557621	0.031308889
0.031609297	0.045568466
0.020571709	0.033049345
0.028061867	0.042031527
0.034612656	0.049202204
0.021842241	0.034160137
0.018896818	0.031390190
0.013961554	0.025552750
0.015743256	0.027999163
0.029494762	0.043615580
0.032566309	0.045941830
0.022234917	0.034819126
0.010799408	0.025070667
0.006483555	0.025074244
0.018079281	0.031409502
0.011112928	0.024687052
0.029969692	0.044411659
0.029336214	0.042327642
0.028213978	0.042625904
0.028923988	0.043109655
0.021007061	0.033276081
0.018917561	0.031328678
0.024129391	0.037773132
0.032701254	0.046521902
0.029306889	0.044075251
0.024563074	0.036960840
0.011620283	0.024999142
0.014222860	0.025821686
0.028890371	0.042518854
0.033442259	0.046604872
0.026007175	0.039264202
0.023051023	0.035960197
0.030992746	0.044353724
0.032753706	0.047083616
0.025312424	0.037775517
0.009973049	0.025033474
0.007967234	0.025051355
0.014332771	0.025717020
0.030892372	0.043640614
0.030991554	0.044590235
0.019889116	0.034054756
0.029139042	0.043939590
0.025588512	0.039976597
0.020404339	0.032559156
0.017139435	0.029565573
0.013418436	0.025874853
0.019195557	0.035730362
0.032785892	0.047663689
0.030696154	0.043118477
0.024114370	0.038232327
0.025792599	0.038221359
0.009902954	0.025079250
0.009185791	0.025440454
0.003686905	0.025071859
0.000029564	0.024958849
0.000022411	0.024503708
0.002902031	0.025102615
0.015453339	0.027226686
0.024409771	0.036419868
0.024921179	0.038778782
0.025476933	0.037856817
0.018145561	0.030946255
0.026678324	0.040092468
0.022195101	0.034873486
0.017105341	0.029693365
0.010086298	0.024686575
0.008993626	0.025014877
0.016726971	0.028264761
0.013194561	0.024990082
0.010243416	0.024826288
0.012668371	0.026532173
0.024452209	0.036783695
0.015718222	0.031721354
0.024191380	0.036632299
0.023675203	0.036218882
0.026685238	0.039347172
0.028775930	0.042062521
0.028005838	0.042769194
0.027398825	0.039886475
0.030891657	0.045520306
0.034427166	0.048233747
0.014481783	0.026881456
0.025843143	0.038772345
0.018411636	0.030855656
0.014623642	0.027697563
0.030956268	0.044326067
0.023350239	0.035978317
0.019144773	0.030550718
0.018645287	0.031361103
0.030764341	0.045719147
0.017767668	0.030151606
0.006423473	0.024362087
0.011267424	0.029516459
0.021067381	0.033929110
0.021037340	0.033498764
0.027144194	0.041686296
0.028395653	0.041523933
0.018605471	0.030684471
0.013047457	0.025552034
0.013791561	0.026108027
0.014389277	0.027171850
0.009740353	0.024710894
0.004401445	0.025840998
0.000046015	0.024532795
0.000021935	0.025364399
0.000021935	0.024460316
0.009437799	0.025642395
0.016777754	0.028416634
0.023613691	0.036252499
0.030817032	0.045438290
0.027027845	0.042259216
0.024933338	0.037807941
0.014611483	0.026970148
0.020591259	0.034153938
0.024875879	0.039473057
0.020560026	0.033338785
0.016483784	0.028991222
0.030147791	0.042733192
0.023216963	0.036105394
0.026694298	0.040604115
0.017281532	0.031085730
0.015669823	0.028279305
0.031671762	0.045392275
0.026794672	0.039178848
0.009718418	0.024602413
0.005356550	0.025744200
0.004462957	0.025115967
0.015797615	0.028466463
0.028069496	0.041835785
0.031205893	0.043416739
0.024719000	0.038051844
0.018705606	0.031505585
0.027015209	0.041205883
0.031602383	0.044402599
0.035103559	0.048649549
0.017076015	0.029424429
0.011344671	0.025201797
0.014354944	0.025896549
0.035841227	0.048698902
0.022595644	0.034794331
0.021010399	0.035435915
0.030465841	0.043724775
0.025338888	0.038848877
0.017478228	0.029827833
0.012970209	0.025378466
0.009478569	0.024658680
0.023646832	0.036843061
0.019785643	0.031745672
0.025834084	0.040051460
0.020240068	0.032552481
0.034097195	0.047848701
0.025702477	0.042058945
0.031026602	0.045538425
0.024631262	0.037001133
0.014833212	0.027283907
0.023885250	0.037354469
0.025569916	0.040528297
0.023342848	0.035454988
0.021530628	0.037501812
0.018900871	0.031229019
0.007781029	0.024864674
0.006302595	0.024823427
0.005087852	0.024997950
0.005455732	0.025572300
0.006623507	0.024401426
0.025525331	0.038152695
0.029150724	0.041615009
0.013957500	0.025502682
0.024110317	0.036031723
0.018327951	0.030292034
0.014369249	0.026694536
0.012343645	0.025417328
0.012772799	0.025528193
0.032255650	0.045660257
0.032279253	0.045320272
0.016577482	0.028790712
0.017822027	0.030755758
0.013929605	0.025232553
0.021206379	0.033912897
0.016298056	0.028718233
0.008929968	0.024899244
0.021728992	0.036093712
0.027951002	0.040686131
0.027883291	0.042082787
0.017606258	0.030077934
0.019917250	0.033304930
0.025467634	0.038224459
0.017771006	0.029851437
0.014972687	0.027142048
0.015218019	0.027669430
0.010848045	0.025148153
0.010904789	0.025384188
0.009059191	0.025420189
0.004939556	0.024821520
0.005203485	0.025333166
0.003393650	0.024427652
0.005916357	0.026112080
0.014482975	0.026639700
0.025336266	0.036673546
0.015397787	0.028670549
0.030297279	0.043458939
0.030165195	0.043162346
0.020677567	0.033394575
0.023043156	0.036741018
0.012837648	0.025084972
0.013928890	0.026302099
0.008320093	0.024681330
0.014494658	0.026430607
0.035576344	0.049186468
0.027010918	0.043589354
0.025965691	0.038362741
0.020474911	0.032933474
0.022649050	0.035137653
0.008593559	0.024864912
0.005924702	0.025131464
0.011549950	0.025368452
0.025734901	0.039063692
0.031261444	0.044027090
0.022639513	0.036707163
0.024288177	0.039129972
0.015194893	0.027574301
0.011652946	0.025032043
0.007213831	0.024657011
0.002583504	0.025519609
0.000022411	0.024858475
0.005136251	0.026498556
0.019613981	0.032706738
0.035571098	0.049507856
0.034166574	0.046591520
0.034538746	0.048561573
0.022119284	0.034337759
0.019876003	0.032295227
0.009869337	0.024996519
0.005641699	0.025038958
0.001592875	0.024966478
0.000026941	0.024659395
0.005311728	0.025434494
0.014515400	0.026166201
0.030166864	0.043129921
0.017640591	0.029883385
0.010922670	0.024837971
0.006989002	0.025175095
0.006992102	0.025084019
0.003926277	0.024865866
0.013898611	0.027526855
0.034912348	0.048370123
0.025705814	0.039634228
0.028718710	0.042097569
0.026236534	0.038568735
0.012575865	0.025523424
0.009614944	0.025026083
0.005911350	0.025087118
0.016927958	0.031586409
0.024526358	0.037011147
0.013074875	0.025501013
0.028139591	0.041352272
0.020680428	0.032991171
0.017550707	0.028953791
0.023576260	0.035754919
0.011476755	0.024746895
0.008647442	0.025521517
0.001360178	0.025170326
0.000187635	0.024994373
0.000020742	0.025832415
0.000021458	0.024007320
0.013385296	0.025822163
0.023545027	0.035366058
0.031806469	0.044393301
0.029999971	0.042775154
0.023081779	0.035413027
0.018065691	0.031808376
0.021182537	0.033629656
0.020601273	0.033155203
0.012755871	0.024912357
0.016250372	0.029391050
0.033649683	0.048235655
0.028757334	0.042181015
0.031970024	0.045172930
0.034400463	0.047370195
0.037956953	0.050991297
0.029829025	0.042489767
0.014131546	0.026455164
0.017185688	0.030588865
0.028880835	0.044179440
0.026209354	0.040971994
0.023610592	0.035937786
0.018378019	0.030616522
0.025109768	0.037680387
0.016778469	0.029279470
0.019454479	0.031976223
0.029885530	0.042734146
0.031900406	0.046186447
0.024878025	0.037376642
0.027170420	0.041538954
0.032855749	0.046496153
0.026914358	0.039190292
0.016364574	0.028565645
0.017274380	0.028991938
0.032816887	0.046787024
0.033906221	0.047103167
0.023385763	0.035996675
0.022545576	0.035966396
0.032617331	0.046010256
0.016139030	0.029593945
0.008935213	0.023880959
0.007081985	0.025272846
0.005039930	0.025163174
0.014593601	0.026661634
0.030562401	0.043187857
0.036770582	0.048878431
0.022406340	0.034143209
0.023348570	0.035879850
0.025645494	0.039918661
0.025919676	0.039384365
0.028631210	0.042186499
0.025797606	0.038499117
0.007875204	0.024736643
0.014382839	0.025879622
0.022124767	0.033862114
0.008487225	0.025136709
0.005385637	0.025116444
0.000034571	0.025013685
0.000023127	0.025421381
0.001533270	0.024727345
0.000695944	0.024951220
0.020637512	0.035125971
0.018772602	0.031262636
0.013971567	0.025350809
0.032638311	0.046279669
0.020718575	0.033003330
0.017579794	0.031163454
0.019175768	0.031686306
0.015910864	0.029723883
0.036195278	0.050204515
0.022377491	0.035822153
0.020221233	0.034763336
0.023908138	0.036165476
0.014158249	0.025384188
0.013895512	0.025146008
0.018116951	0.031124592
0.019886732	0.031580925
0.021908760	0.036541462
0.022500992	0.035018444
0.014735460	0.026860237
0.010220289	0.025505304
0.005435467	0.025126457
0.003246307	0.025197983
0.014307976	0.025636196
0.032852650	0.046459436
0.025651693	0.037833929
0.015663624	0.029744148
0.021887064	0.034357786
0.010710478	0.024966002
0.006527662	0.024904966
0.012434483	0.025917768
0.009417534	0.025547981
0.004936457	0.024875879
0.014631510	0.026136160
0.029433012	0.041330576
0.021118879	0.032387257
0.015377522	0.027456760
0.012073755	0.025272846
0.006340981	0.024921417
0.002516270	0.025552511
0.000027895	0.025178432
0.000021458	0.025449753
0.000021219	0.025736570
0.013968945	0.025212765
0.000021696	0.024863243
0.005667448	0.025570154
0.000160217	0.025057316
0.000021458	0.025817156
0.000022173	0.029007673
0.000044107	0.022524595
0.013431549	0.027000904
0.033245325	0.047249317
0.018779516	0.031003475
0.014674425	0.027343035
0.008415222	0.024151802
0.017826319	0.029017687
0.020185709	0.031841755
0.018466711	0.034371614
0.022423744	0.035204172
0.030795336	0.045411110
0.023665190	0.036069155
0.013853073	0.026343107
0.010739565	0.025135756
0.025650740	0.038081646
0.019423008	0.031778097
0.009402275	0.025369644
0.003377438	0.024659634
0.001948357	0.024970770
0.002377272	0.024559736
0.021795988	0.036339521
0.022216558	0.034569263
0.030665398	0.045086384
0.032809973	0.046180248
0.018913984	0.030553818
0.018106222	0.031554699
0.024262190	0.038850307
0.029314280	0.044059753
0.021774530	0.034111738
0.019473791	0.034224033
0.025864124	0.038220167
0.025640488	0.038806915
0.022006989	0.034585476
0.028936148	0.043398857
0.028224945	0.041617155
0.021039963	0.033459425
0.025308132	0.037986279
0.014770746	0.027587414
0.008662939	0.024347067
0.005801201	0.025582075
0.001111984	0.024766684
0.000972509	0.025484562
0.000021219	0.025337934
0.000020981	0.025480270
0.014274836	0.025190592
0.002730131	0.024927378
0.002630234	0.024842501
0.019781351	0.034272671
0.037632942	0.052153349
0.032558203	0.044991970
0.026809216	0.040491581
0.020194769	0.032502651
0.030902624	0.044486046
0.032037020	0.045252562
0.031581402	0.045152426
0.039140224	0.051987886
0.025080442	0.037553072
0.012409687	0.025286913
0.030334234	0.046107292
0.024783134	0.037525177
0.011763096	0.025042534
0.008998156	0.025343895
0.030478239	0.044538260
0.016982079	0.029314756
0.014101744	0.025605202
0.027738810	0.039452791
0.007313728	0.024632692
0.005634308	0.025448322
0.001448154	0.025183201
0.000023842	0.025043249
0.000020742	0.024517536
0.013534069	0.025796175
0.032416582	0.045241356
0.030423164	0.043223143
0.013806581	0.025115252
0.011333942	0.025197029
0.008996010	0.025127888
0.028593779	0.042723656
0.023325443	0.035845757
0.012584448	0.025179625
0.017784595	0.031559229
0.021569729	0.035078526
0.033328533	0.046515226
0.018953562	0.031148911
0.026778698	0.039417505
0.013892889	0.026373148
0.006071568	0.024944067
0.003732920	0.025400162
0.000051022	0.024777889
0.000021458	0.024481535
0.017265081	0.031708956
0.023049593	0.035540581
0.028786659	0.042846203
0.025397062	0.037565470
0.016533852	0.027829170
0.019632339	0.033409357
0.025698662	0.037086964
0.017697573	0.029969692
0.018456459	0.030886889
0.017358541	0.029654741
0.009747744	0.025279999
0.007236481	0.025175571
0.008464575	0.025112152
0.013662815	0.026196957
0.014058352	0.025410175
0.012534380	0.026331663
0.009830475	0.025153399
0.011574268	0.025040865
0.023178339	0.036394119
0.031029463	0.044266462
0.022336960	0.034922123
0.034796953	0.048681974
0.023659229	0.036190510
0.015709877	0.028137445
0.022503853	0.034817457
0.026819944	0.039453268
0.027298212	0.039845228
0.019758940	0.032139540
0.016927958	0.030597448
0.024137735	0.036417484
0.022299528	0.036392212
0.025915146	0.038171291
0.009254932	0.025135517
0.007659912	0.025011063
0.014467478	0.026139498
0.014586449	0.026274681
0.007806540	0.025359392
0.003542662	0.025749445
0.000028849	0.024897575
0.000021935	0.025111198
0.001879215	0.025025129
0.003753424	0.025272369
0.004601002	0.024608850
0.003972292	0.025601149
0.014765978	0.026270866
0.037515640	0.050217152
0.021990061	0.033624411
0.010518312	0.025238276
0.006383896	0.024886847
0.002854586	0.025581360
0.000220060	0.024343967
0.003406286	0.025619507
0.001376390	0.025370121
0.000021935	0.025523663
0.014288664	0.025279760
0.000513554	0.025456667
0.000021458	0.025352001
