data_stall_time	cpu2gpu_time	gpu_time
2.128804684	0.001746416	0.370021582
0.000333071	0.001746416	0.370033741
0.000387669	0.001746416	0.386058569
0.002714157	0.001746416	0.375191212
0.016205311	0.001746416	0.370081425
0.000416040	0.001746416	0.375028849
0.015835762	0.001746416	0.370009661
0.000328302	0.001746416	0.369983435
0.000304699	0.001746416	0.370004892
0.000302315	0.001746416	0.370042086
0.000413418	0.001746416	0.370018244
0.000550747	0.001746416	0.370045185
0.000440359	0.001746416	0.370040178
0.000398159	0.001746416	0.375039339
0.015653372	0.001746416	0.369998932
0.000313520	0.001746416	0.370002031
0.000318527	0.001746416	0.369986534
0.000356674	0.001746416	0.369987011
0.000349522	0.001746416	0.370023489
0.000380993	0.001746416	0.370026112
0.000416279	0.001746416	0.370043039
0.000467777	0.001746416	0.369963646
0.000281572	0.001746416	0.369980097
0.000357628	0.001746416	0.369986534
0.000392675	0.001746416	0.370045900
0.000456810	0.001746416	0.370040894
0.000425816	0.001746416	0.378418207
0.000598669	0.001746416	0.370043039
0.000460625	0.001746416	0.370116234
0.000678301	0.001746416	0.369969606
0.000397682	0.001746416	0.383071423
0.000344753	0.001746416	0.369984627
0.000321388	0.001746416	0.370032787
0.000353098	0.001746416	0.370043755
0.000484705	0.001746416	0.370044470
0.000476122	0.001746416	0.370073557
0.000787735	0.001746416	0.370041847
0.000534534	0.001746416	0.369973898
0.000302553	0.001746416	0.369983673
0.000270367	0.001746416	0.369987488
0.000377178	0.001746416	0.370041370
0.000456095	0.001746416	0.370045185
0.000475883	0.001746416	0.370032549
0.000563860	0.001746416	0.370023489
0.000436306	0.001746416	0.370042324
0.000526428	0.001746416	0.380131006
0.000322580	0.001746416	0.369982719
0.000264645	0.001746416	0.369970798
0.000274181	0.001746416	0.369988441
0.000373125	0.001746416	0.438868761
0.013248920	0.001746416	0.370040417
0.000463724	0.001746416	0.370029688
0.000459194	0.001746416	0.370053530
0.000428915	0.001746416	0.369980574
0.000611782	0.001746416	0.369982481
0.000315905	0.001746416	0.369986773
0.000369787	0.001746416	0.370027781
0.000360250	0.001746416	0.370041609
0.000453234	0.001746416	0.370043516
0.000486612	0.001746416	0.370028019
0.000433207	0.001746416	0.370044470
0.000671387	0.001746416	0.370110989
0.000416279	0.001746416	0.369979382
0.000379086	0.001746416	0.369988203
0.000374317	0.001746416	0.370038986
0.000439882	0.001746416	0.370043993
0.000457764	0.001746416	0.370088816
0.001245022	0.001746416	0.370045424
0.000445604	0.001746416	0.370045424
0.000573635	0.001746416	0.369977236
0.000363111	0.001746416	0.369985819
0.000332832	0.001746416	0.369992018
0.000377178	0.001746416	0.370030403
0.000359535	0.001746416	0.370042086
0.000476122	0.001746416	0.370034695
0.000436544	0.001746416	0.370016336
0.000447035	0.001746416	0.370047569
0.000581026	0.001746416	0.369964361
0.000380754	0.001746416	0.369998693
0.000606775	0.001746416	0.369985342
0.000360727	0.001746416	0.370020866
0.000250340	0.001746416	0.370038986
0.000427485	0.001746416	0.370037079
0.000507116	0.001746416	0.371818066
0.000439167	0.001746416	0.370038033
0.000585318	0.001746416	0.369975090
0.000349045	0.001746416	0.369982004
0.000338316	0.001746416	0.369982719
0.000364780	0.001746416	0.370024443
0.000261307	0.001746416	0.370040178
0.000469923	0.001746416	0.370028973
0.000445843	0.001746416	0.370044231
0.000457048	0.001746416	0.370041132
0.000469446	0.001746416	0.369974852
0.000301600	0.001746416	0.369963646
0.000324965	0.001746416	0.375057697
0.021026373	0.001746416	0.370037556
0.000414848	0.001746416	0.370042801
0.000441790	0.001746416	0.370029449
0.000643969	0.001746416	0.370022535
0.000452995	0.001746416	0.370040178
0.000444174	0.001746416	0.369979143
0.000311375	0.001746416	0.369997978
0.000469446	0.001746416	0.369982958
0.000260830	0.001746416	0.370014906
0.000432491	0.001746416	0.370035648
0.000416279	0.001746416	0.370034695
0.000475168	0.001746416	0.370019913
0.000385761	0.001746416	0.370044708
0.000533819	0.001746416	0.369966507
0.000280619	0.001746416	0.370040655
0.000434637	0.001746416	0.370017052
0.000422716	0.001746416	0.370061636
0.000723124	0.001746416	0.370038033
0.000440359	0.001746416	0.370003223
0.000520706	0.001746416	0.370012522
0.000438452	0.001746416	0.377469301
0.000644207	0.001746416	0.370036125
0.000452280	0.001746416	0.370043516
0.000457525	0.001746416	0.370045424
0.000423670	0.001746416	0.370041847
0.000511169	0.001746416	0.370037794
0.000447512	0.001746416	0.382849216
0.000525713	0.001746416	0.370019197
0.000441074	0.001746416	0.375175238
0.015913963	0.001746416	0.370048523
0.000411272	0.001746416	0.370023489
0.000443935	0.001746416	0.370049477
0.000432014	0.001746416	0.370064497
0.000716925	0.001746416	0.370036125
0.000383139	0.001746416	0.370041132
0.000609159	0.001746416	0.370021582
0.000368357	0.001746416	0.370038271
0.000538588	0.001746416	0.370022535
0.000367403	0.001746416	0.370037556
0.000412226	0.001746416	0.370047808
0.000422478	0.001746416	0.370040655
0.000439882	0.001746416	0.370032310
0.000414133	0.001746416	0.370025873
0.000545025	0.001746416	0.381795168
0.000524759	0.001746416	0.370044708
0.000515461	0.001746416	0.370024920
0.000473261	0.001746416	0.370039940
0.000471354	0.001746416	0.370045900
0.000437737	0.001746416	0.382010937
0.000642538	0.001746416	0.370045185
0.000420332	0.001746416	0.370033741
0.000490189	0.001746416	0.370006800
0.000478745	0.001746416	0.370056391
0.000538111	0.001746416	0.370024681
0.000549555	0.001746416	0.370046377
0.000436068	0.001746416	0.375171423
0.015670776	0.001746416	0.370037556
0.000430346	0.001746416	0.370035887
0.000433207	0.001746416	0.370032072
0.000507593	0.001746416	0.370012760
0.000447750	0.001746416	0.370043755
0.000606537	0.001746416	0.370023012
0.000526190	0.001746416	0.370020390
0.000434875	0.001746416	0.370058775
0.000448942	0.001746416	0.370062113
0.000452995	0.001746416	0.370040417
0.000403881	0.001746416	0.375143051
0.023661375	0.001746416	0.370069981
0.000777245	0.001746416	0.370042801
0.000562668	0.001746416	0.370028257
0.000370026	0.001746416	0.370042086
0.000453234	0.001746416	0.370041132
0.000436544	0.001746416	0.375120878
0.014376640	0.001746416	0.370030403
0.000430584	0.001746416	0.370031834
0.000492811	0.001746416	0.369985819
0.000251770	0.001746416	0.369982481
0.000250340	0.001746416	0.369985104
0.000330448	0.001746416	0.370008945
0.000284433	0.001746416	0.370049477
0.000423431	0.001746416	0.370043516
0.000450134	0.001746416	0.372649908
0.000419140	0.001746416	0.370048761
0.000638008	0.001746416	0.369993925
0.000361443	0.001746416	0.375050068
0.015724659	0.001746416	0.369985342
0.000262260	0.001746416	0.370019913
0.000303268	0.001746416	0.370033979
0.000357866	0.001746416	0.370044708
0.000466824	0.001746416	0.370038748
0.000460148	0.001746416	0.370027065
0.000449181	0.001746416	0.375082016
0.031104088	0.001746416	0.369979858
0.000300884	0.001746416	0.369985104
0.000363111	0.001746416	0.369995117
0.000244379	0.001746416	0.370027542
0.000340939	0.001746416	0.370038271
0.000463009	0.001746416	0.370045900
0.000454426	0.001746416	0.370012045
0.000299692	0.001746416	0.369982004
0.000275135	0.001746416	0.370039940
0.000415802	0.001746416	0.370050907
0.000689507	0.001746416	0.370067120
0.000438929	0.001746416	0.370045185
0.000423193	0.001746416	0.370045185
0.000476599	0.001746416	0.370035172
0.000458717	0.001746416	0.370028496
0.000442743	0.001746416	0.377840281
0.000504017	0.001746416	0.370044470
0.000431776	0.001746416	0.369985580
0.000226021	0.001746416	0.370008945
0.000330925	0.001746416	0.369935036
0.000176191	0.001746416	0.370023251
0.000463009	0.001746416	0.370025635
0.000429869	0.001746416	0.370018482
0.000431538	0.001746416	0.370069504
0.000658512	0.001746416	0.370127678
0.000605345	0.001746416	0.370014429
0.000343323	0.001746416	0.370016098
0.000439644	0.001746416	0.370004177
0.000289679	0.001746416	0.370035887
0.000423193	0.001746416	0.400047064
0.000535488	0.001746416	0.370042324
0.000499964	0.001746416	0.375130177
0.015954733	0.001746416	0.370049953
0.000501633	0.001746416	0.370012999
0.000280380	0.001746416	0.369991302
0.000333786	0.001746416	0.370002985
0.000493288	0.001746416	0.370028734
0.000464439	0.001746416	0.370044708
0.000450850	0.001746416	0.370047092
0.000440836	0.001746416	0.370042324
0.000595331	0.001746416	0.370038509
0.000422716	0.001746416	0.370021343
0.000340223	0.001746416	0.370135546
0.000619411	0.001746416	0.370053053
0.000450611	0.001746416	0.370037079
0.000455141	0.001746416	0.370036125
0.000448704	0.001746416	0.371138096
0.000408888	0.001746416	0.370045424
0.000419140	0.001746416	0.370047092
0.000433683	0.001746416	0.370029449
0.000424623	0.001746416	0.375167608
0.016098499	0.001746416	0.370053530
0.000446796	0.001746416	0.370039463
0.000448227	0.001746416	0.370048523
0.000416994	0.001746416	0.370039940
0.000587463	0.001746416	0.370043278
0.000452995	0.001746416	0.370042324
0.000436783	0.001746416	0.370022058
0.000443459	0.001746416	0.370041609
0.000458479	0.001746416	0.370047808
0.000456572	0.001746416	0.370043993
0.000464678	0.001746416	0.370041370
0.000430346	0.001746416	0.370007753
0.000466108	0.001746416	0.370042086
0.000456810	0.001746416	0.375126123
0.019577980	0.001746416	0.370040655
0.000473738	0.001746416	0.370016098
0.000478029	0.001746416	0.370041847
0.000434160	0.001746416	0.370071888
0.000815153	0.001746416	0.370031834
0.000464201	0.001746416	0.370043755
0.000440359	0.001746416	0.370028257
0.000422001	0.001746416	0.370042801
0.000432968	0.001746416	0.370028734
0.000435591	0.001746416	0.370043278
0.000430107	0.001746416	0.370045424
0.000431776	0.001746416	0.370038509
0.000483990	0.001746416	0.370027542
0.000466108	0.001746416	0.370046139
0.000441074	0.001746416	0.382960320
0.000867844	0.001746416	0.370035648
0.000446081	0.001746416	0.370020151
0.000422478	0.001746416	0.370040178
0.000553608	0.001746416	0.370046616
0.000421524	0.001746416	0.370061636
0.000565290	0.001746416	0.370039701
0.000440836	0.001746416	0.370040655
0.000439882	0.001746416	0.370043755
0.000427961	0.001746416	0.370036125
0.000466347	0.001746416	0.370039463
0.000458241	0.001746416	0.370043993
0.000568390	0.001746416	0.375172377
0.025211811	0.001746416	0.370039225
0.000475883	0.001746416	0.370042562
0.000452995	0.001746416	0.370043755
0.000458002	0.001746416	0.370043755
0.000463724	0.001746416	0.370043755
0.000444412	0.001746416	0.370033741
0.000422239	0.001746416	0.370043278
0.000774145	0.001746416	0.370042324
0.000458717	0.001746416	0.370043039
0.000407934	0.001746416	0.375134706
0.000450611	0.001746416	0.370038509
0.000423908	0.001746416	0.370045900
0.000451803	0.001746416	0.370050430
0.000447750	0.001746416	0.370024920
0.000422955	0.001746416	0.370047331
0.000592709	0.001746416	0.370039940
0.000401974	0.001746416	0.370036125
0.000515461	0.001746416	0.370021582
