1704910720.7631977	323485696
1704910722.037819	883425280
1704910723.5774055	2405957632
1704910723.5780377	2405957632
1704910723.6015766	2405957632
1704910723.6204789	2405957632
1704910723.6510258	2405957632
1704910723.6724503	2405957632
1704910723.6940196	2405957632
1704910723.7155657	2405957632
1704910723.740494	2405957632
1704910723.7641764	2405957632
1704910723.7893438	2405957632
1704910723.8132825	2405957632
1704910723.8326716	2405957632
1704910723.8532982	2405957632
1704910723.8751202	2405957632
1704910723.9009507	2405957632
1704910723.934564	2473066496
1704910723.9597359	2473066496
1704910723.98065	2473066496
1704910724.005479	2473066496
1704910724.0292425	2473066496
1704910724.0506701	2473066496
1704910724.0715737	2473066496
1704910724.0919023	2473066496
1704910724.1121883	2473066496
1704910724.1402586	2473066496
1704910724.1631103	2473066496
1704910724.182947	2473066496
1704910724.2045984	2473066496
1704910724.2261298	2473066496
1704910724.2465844	2473066496
1704910724.266001	2473066496
1704910724.2898061	2473066496
1704910724.312005	2473066496
1704910724.3317935	2473066496
1704910724.3517098	2473066496
1704910724.3756878	2473066496
1704910724.3963625	2473066496
1704910724.4180374	2473066496
1704910724.441795	2473066496
1704910724.4613569	2473066496
1704910724.482056	2473066496
1704910724.5012927	2473066496
1704910724.526728	2473066496
1704910724.5466104	2473066496
1704910724.5669868	2473066496
1704910724.5868335	2473066496
1704910724.6072934	2473066496
1704910724.6262033	2473066496
1704910724.6453776	2473066496
1704910724.666592	2473066496
1704910724.6899493	2473066496
1704910724.7149096	2473066496
1704910724.743157	2473066496
1704910724.7661483	2473066496
1704910724.7863708	2473066496
1704910724.8049521	2473066496
1704910724.8253384	2473066496
1704910724.8466508	2473066496
1704910724.8735797	2473066496
1704910724.8990877	2473066496
1704910724.9188945	2473066496
1704910724.9404805	2473066496
1704910724.9627755	2473066496
1704910724.9825575	2473066496
1704910725.0029807	2473066496
1704910725.0234282	2473066496
1704910725.0461128	2473066496
1704910725.067175	2473066496
1704910725.0885706	2473066496
1704910725.1068687	2473066496
1704910725.1270394	2473066496
1704910725.1493287	2473066496
1704910725.1703997	2473066496
1704910725.193863	2473066496
1704910725.2153833	2473066496
1704910725.2384422	2473066496
1704910725.2600112	2473066496
1704910725.281631	2473066496
1704910725.302171	2473066496
1704910725.3238406	2473066496
1704910725.3461974	2473066496
1704910725.3689733	2473066496
1704910725.3927445	2473066496
1704910725.4123292	2473066496
1704910725.432428	2473066496
1704910725.4508936	2473066496
1704910725.4769745	2473066496
1704910725.5064127	2473066496
1704910725.5282354	2473066496
1704910725.5475535	2473066496
1704910725.5669045	2473066496
1704910725.5859222	2473066496
1704910725.6065161	2473066496
1704910725.6284025	2473066496
1704910725.6503613	2473066496
1704910725.672196	2473066496
1704910725.6966927	2473066496
1704910725.7164314	2473066496
1704910725.7430112	2473066496
1704910725.7635176	2473066496
1704910725.7857041	2473066496
1704910725.8076522	2473066496
1704910725.8300564	2473066496
1704910725.8528023	2473066496
1704910725.8762681	2473066496
1704910725.8969436	2473066496
1704910725.918783	2473066496
1704910725.9452615	2473066496
1704910725.9667919	2473066496
1704910725.988396	2473066496
1704910726.0107071	2473066496
1704910726.0333922	2473066496
1704910726.0541654	2473066496
1704910726.0754747	2473066496
