1.760573387	0.020134926	0.260587692
0.055981398	0.020134926	0.258006334
0.000406742	0.020134926	0.231457949
0.000397205	0.020134926	0.231288671
0.000384331	0.020134926	0.231491566
0.000382185	0.020134926	0.281035662
0.000484467	0.020134926	0.256123304
0.000534773	0.020134926	0.231652498
0.000442028	0.020134926	0.231376410
0.000504017	0.020134926	0.231415272
0.000378609	0.020134926	0.251645803
0.000440121	0.020134926	0.245214224
0.000404596	0.020134926	0.231748343
0.000387430	0.020134926	0.231171846
0.000400305	0.020134926	0.231218338
0.000511408	0.020134926	0.230901957
0.000464678	0.020134926	0.230816841
0.000515938	0.020134926	0.230851173
0.000407219	0.020134926	0.244163990
0.000620365	0.020134926	0.254484415
0.000749826	0.020134926	0.246641397
0.012115479	0.020134926	0.254959583
0.000207186	0.020134926	0.231362104
0.000183105	0.020134926	0.231287241
0.000226736	0.020134926	0.231851101
0.000402451	0.020134926	0.268942595
0.000175714	0.020134926	0.230812788
0.000127316	0.020134926	0.230425835
0.000135660	0.020134926	0.230364084
0.000125885	0.020134926	0.230855942
0.000156164	0.020134926	0.230358124
0.000155926	0.020134926	0.230159760
0.000154495	0.020134926	0.230156183
0.000196218	0.020134926	0.230410099
0.000125408	0.020134926	0.230434179
0.000125170	0.020134926	0.230459452
0.000154495	0.020134926	0.230423689
1.874114752	0.020132542	0.258334637
0.000495911	0.020132542	0.231146574
0.000409365	0.020132542	0.231594801
0.000380754	0.020132542	0.231118441
0.000373363	0.020132542	0.233165026
0.000598192	0.020132542	0.247319937
0.026260376	0.020132542	0.247339010
0.010113001	0.020132542	0.246667862
0.000433207	0.020132542	0.231415510
0.000459433	0.020132542	0.231407642
0.000416517	0.020132542	0.231470585
0.000363111	0.020132542	0.238538980
0.000350952	0.020132542	0.231780767
0.000381470	0.020132542	0.257453680
0.000363111	0.020132542	0.231845379
0.000352144	0.020132542	0.231085777
0.000436068	0.020132542	0.231128454
0.000425577	0.020132542	0.246777058
0.012525082	0.020132542	0.236772537
0.000368118	0.020132542	0.231460333
0.000795603	0.020132542	0.231403112
0.000208855	0.020132542	0.231431246
0.000243902	0.020132542	0.231365681
0.000175714	0.020132542	0.266447067
0.000392437	0.020132542	0.231894732
0.000259161	0.020132542	0.230973959
